document_id,document_type,company_name,supplier_name,date,item_description,quantity,unit_price,raw_total_amount,final_total_amount,total_status,payable_amount,currency,status,language,raw_text,corrected_text,source_json,correction_log,correction_confidence,items_json
DOC01299,receipt,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2025-06-09,Files,14.0,500.0,7000.0,7000.0,valid,7000.0,LKR,paid,english,,,,,,
DOC01300,receipt,සහන් ට්‍රේඩර්ස්,සීග්‍ර සැපයුම්,2024-10-12,Monitors,30.0,8500.0,255000.0,255000.0,valid,0.0,LKR,pending,english,,,,,,
DOC01301,invoice,නව වෙළඳසැල,නව ආහාර සපයන්නෝ,2024-07-03,කාර්යාල පොත්,39.0,5000.0,195000.0,195000.0,valid,195000.0,LKR,pending,sinhala,,,,,,
DOC01302,purchase_order,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2025-02-17,Monitors,38.0,2500.0,95000.0,95000.0,valid,95000.0,LKR,paid,english,,,,,,
DOC01303,invoice,Sun Holdings,City Office Supplies,2025-05-26,Printer Paper,43.0,100.0,4300.0,4300.0,valid,4300.0,LKR,delivered,english,,,,,,
DOC01304,receipt,Metro Lanka,Metro Suppliers,2024-03-06,යතුරුපුවරු,47.0,850.0,39950.0,39950.0,valid,39950.0,LKR,paid,sinhala,,,,,,
DOC01305,invoice,ABC Traders,Metro Suppliers,2025-09-13,කාර්යාල පොත්,49.0,500.0,24500.0,24500.0,valid,24500.0,LKR,paid,sinhala,,,,,,
DOC01306,purchase_order,XYZ Company,ඩිජිටල් උපකරණ,2025-08-10,Chairs,9.0,5000.0,45000.0,45000.0,valid,45000.0,LKR,unpaid,english,,,,,,
DOC01307,purchase_order,නව වෙළඳසැල,ඩිජිටල් උපකරණ,2026-01-29,Keyboards,15.0,150.0,2250.0,2250.0,valid,2250.0,LKR,unpaid,english,,,,,,
DOC01308,receipt,XYZ Company,සීග්‍ර සැපයුම්,2024-07-27,මුද්‍රණ කඩදාසි,41.0,5000.0,205000.0,205000.0,valid,0.0,LKR,paid,sinhala,,,,,,
DOC01309,invoice,සහන් ට්‍රේඩර්ස්,නව ආහාර සපයන්නෝ,2024-12-14,Mouse Devices,35.0,100.0,3500.0,3500.0,valid,3500.0,LKR,unpaid,english,,,,,,
DOC01310,receipt,Metro Lanka,සීග්‍ර සැපයුම්,2025-09-25,කාර්යාල පොත්,33.0,500.0,16500.0,16500.0,valid,16500.0,LKR,unpaid,sinhala,,,,,,
DOC01311,delivery_note,ග්‍රීන් මාර්ට්,නව ආහාර සපයන්නෝ,2024-05-10,Printer Paper,37.0,100.0,3700.0,3700.0,valid,3700.0,LKR,pending,english,,,,,,
DOC01312,invoice,නව වෙළඳසැල,City Office Supplies,2024-12-04,Rice Bags,39.0,1200.0,46800.0,46800.0,valid,46800.0,LKR,paid,english,,,,,,
DOC01313,purchase_order,Prime Solutions,නව ආහාර සපයන්නෝ,2024-10-21,Monitors,5.0,120.0,600.0,600.0,valid,600.0,LKR,paid,english,,,,,,
DOC01314,purchase_order,ග්‍රීන් මාර්ට්,සීග්‍ර සැපයුම්,2024-04-23,Rice Bags,35.0,8500.0,297500.0,297500.0,valid,297500.0,LKR,delivered,english,,,,,,
DOC01315,invoice,ABC Traders,ලංකා වෙළඳ සමාගම,2024-12-08,පරිගණක මූසික,17.0,150.0,2550.0,2550.0,valid,2550.0,LKR,paid,sinhala,,,,,,
DOC01316,receipt,සිංහ වෙළඳ සමාගම,ලංකා වෙළඳ සමාගම,2025-07-31,Rice Bags,16.0,1000.0,16000.0,16000.0,valid,0.0,LKR,paid,english,,,,,,
DOC01317,invoice,ග්‍රීන් මාර්ට්,සීග්‍ර සැපයුම්,2025-05-05,ආහාර පැකට්,6.0,1200.0,7200.0,7200.0,valid,7200.0,LKR,unpaid,sinhala,,,,,,
DOC01318,invoice,XYZ Company,Lanka Foods,2025-10-27,කාර්යාල පොත්,33.0,150.0,4950.0,4950.0,valid,4950.0,LKR,pending,sinhala,,,,,,
DOC01319,delivery_note,Prime Solutions,City Office Supplies,2024-07-19,මුද්‍රණ කඩදාසි,4.0,50.0,200.0,200.0,valid,200.0,LKR,delivered,sinhala,,,,,,
DOC01320,delivery_note,ABC Traders,නව ආහාර සපයන්නෝ,2025-03-16,Chairs,45.0,120.0,5400.0,5400.0,valid,5400.0,LKR,delivered,english,,,,,,
DOC01321,invoice,නව වෙළඳසැල,Metro Suppliers,2024-07-17,Mouse Devices,24.0,500.0,12000.0,12000.0,valid,12000.0,LKR,pending,english,,,,,,
DOC01322,invoice,Metro Lanka,City Office Supplies,2024-08-20,සීනි පැකට්,38.0,50.0,1900.0,1900.0,valid,1900.0,LKR,delivered,sinhala,,,,,,
DOC01323,invoice,Metro Lanka,Lanka Foods,2025-03-25,Printer Paper,4.0,120.0,480.0,480.0,valid,480.0,LKR,unpaid,english,,,,,,
DOC01324,invoice,සහන් ට්‍රේඩර්ස්,ලංකා වෙළඳ සමාගම,2024-10-26,ආහාර පැකට්,42.0,150.0,6300.0,6300.0,valid,6300.0,LKR,unpaid,sinhala,,,,,,
DOC01325,delivery_note,XYZ Company,Metro Suppliers,2024-07-29,සීනි පැකට්,17.0,1200.0,20400.0,20400.0,valid,20400.0,LKR,delivered,sinhala,,,,,,
DOC01326,receipt,නව වෙළඳසැල,Digital Hub,2025-10-31,ලිපිගොනු,50.0,1200.0,60000.0,60000.0,valid,60000.0,LKR,unpaid,sinhala,,,,,,
DOC01327,purchase_order,සිංහ වෙළඳ සමාගම,කාර්යාල උපකරණ,2025-02-24,සීනි පැකට්,4.0,500.0,2000.0,2000.0,valid,2000.0,LKR,delivered,sinhala,,,,,,
DOC01328,invoice,Metro Lanka,Tech World,2026-01-29,පෑන්,15.0,220.0,3300.0,3300.0,valid,3300.0,LKR,unpaid,sinhala,,,,,,
DOC01329,purchase_order,Sun Holdings,Lanka Foods,2025-10-27,Pens,45.0,1000.0,45000.0,45000.0,valid,45000.0,LKR,delivered,english,,,,,,
DOC01330,invoice,නව වෙළඳසැල,Lanka Foods,2025-01-28,Keyboards,18.0,2500.0,45000.0,45000.0,valid,45000.0,LKR,pending,english,,,,,,
DOC01331,invoice,Prime Solutions,සීග්‍ර සැපයුම්,2025-01-26,Chairs,32.0,50.0,1600.0,1600.0,valid,1600.0,LKR,delivered,english,,,,,,
DOC01332,invoice,Metro Lanka,City Office Supplies,2025-03-17,පරිගණක මූසික,12.0,5000.0,60000.0,60000.0,valid,60000.0,LKR,paid,sinhala,,,,,,
DOC01333,invoice,සිංහ වෙළඳ සමාගම,ලංකා වෙළඳ සමාගම,2024-09-25,මුද්‍රණ කඩදාසි,39.0,500.0,19500.0,19500.0,valid,19500.0,LKR,unpaid,sinhala,,,,,,
DOC01334,purchase_order,ලංකා සපයන්නෝ,නව ආහාර සපයන්නෝ,2026-02-09,Chairs,47.0,8500.0,399500.0,399500.0,valid,399500.0,LKR,paid,english,,,,,,
DOC01335,delivery_note,Prime Solutions,කාර්යාල උපකරණ,2026-01-06,Tables,28.0,2500.0,70000.0,70000.0,valid,70000.0,LKR,pending,english,,,,,,
DOC01336,delivery_note,නව වෙළඳසැල,City Office Supplies,2025-11-29,USB Devices,1.0,220.0,220.0,220.0,valid,220.0,LKR,pending,english,,,,,,
DOC01337,receipt,සිංහ වෙළඳ සමාගම,Digital Hub,2025-09-22,Monitors,37.0,850.0,31450.0,31450.0,valid,0.0,LKR,pending,english,,,,,,
DOC01338,purchase_order,Prime Solutions,සීග්‍ර සැපයුම්,2025-08-05,මුද්‍රණ කඩදාසි,8.0,220.0,1760.0,1760.0,valid,1760.0,LKR,pending,sinhala,,,,,,
DOC01339,receipt,නව වෙළඳසැල,ඩිජිටල් උපකරණ,2024-02-07,මුද්‍රණ කඩදාසි,29.0,50.0,1450.0,1450.0,valid,1450.0,LKR,pending,sinhala,,,,,,
DOC01340,receipt,ග්‍රීන් මාර්ට්,Lanka Foods,2024-03-06,ආහාර පැකට්,6.0,220.0,1320.0,1320.0,valid,1320.0,LKR,delivered,sinhala,,,,,,
DOC01341,purchase_order,Prime Solutions,Digital Hub,2025-10-07,Tables,9.0,150.0,1350.0,1350.0,valid,1350.0,LKR,unpaid,english,,,,,,
DOC01342,invoice,Metro Lanka,Metro Suppliers,2025-06-02,Rice Bags,12.0,5000.0,60000.0,60000.0,valid,60000.0,LKR,delivered,english,,,,,,
DOC01343,invoice,සිංහ වෙළඳ සමාගම,City Office Supplies,2024-09-20,මුද්‍රණ කඩදාසි,46.0,220.0,10120.0,10120.0,valid,10120.0,LKR,paid,sinhala,,,,,,
DOC01344,invoice,ලංකා සපයන්නෝ,City Office Supplies,2025-06-03,ලිපිගොනු,7.0,100.0,700.0,700.0,valid,700.0,LKR,delivered,sinhala,,,,,,
DOC01345,invoice,Metro Lanka,City Office Supplies,2025-11-28,Monitors,37.0,500.0,18500.0,18500.0,valid,18500.0,LKR,delivered,english,,,,,,
DOC01346,delivery_note,Prime Solutions,Tech World,2025-01-03,Rice Bags,21.0,2500.0,52500.0,52500.0,valid,52500.0,LKR,pending,english,,,,,,
DOC01347,purchase_order,නව වෙළඳසැල,Digital Hub,2025-01-12,ආහාර පැකට්,2.0,120.0,240.0,240.0,valid,240.0,LKR,paid,sinhala,,,,,,
DOC01348,receipt,ලංකා සපයන්නෝ,Lanka Foods,2025-06-07,සීනි පැකට්,39.0,150.0,5850.0,5850.0,valid,5850.0,LKR,pending,sinhala,,,,,,
DOC01349,delivery_note,ලංකා සපයන්නෝ,Lanka Foods,2024-03-21,USB Devices,25.0,5000.0,125000.0,125000.0,valid,125000.0,LKR,paid,english,,,,,,
DOC01350,delivery_note,සිංහ වෙළඳ සමාගම,Metro Suppliers,2025-04-28,Files,4.0,2500.0,10000.0,10000.0,valid,10000.0,LKR,delivered,english,,,,,,
DOC01351,purchase_order,Metro Lanka,සීග්‍ර සැපයුම්,2024-09-05,පුටු,16.0,500.0,8000.0,8000.0,valid,8000.0,LKR,pending,sinhala,,,,,,
DOC01352,delivery_note,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2025-02-23,Pens,29.0,8500.0,246500.0,246500.0,valid,246500.0,LKR,pending,english,,,,,,
DOC01353,purchase_order,සිංහ වෙළඳ සමාගම,කාර්යාල උපකරණ,2025-05-10,Printer Paper,24.0,5000.0,120000.0,120000.0,valid,120000.0,LKR,unpaid,english,,,,,,
DOC01354,delivery_note,Metro Lanka,සීග්‍ර සැපයුම්,2025-02-21,යතුරුපුවරු,35.0,150.0,5250.0,5250.0,valid,5250.0,LKR,unpaid,sinhala,,,,,,
DOC01355,purchase_order,සහන් ට්‍රේඩර්ස්,ලංකා වෙළඳ සමාගම,2025-03-07,සීනි පැකට්,6.0,850.0,5100.0,5100.0,valid,5100.0,LKR,unpaid,sinhala,,,,,,
DOC01356,receipt,Sun Holdings,ඩිජිටල් උපකරණ,2024-09-26,මුද්‍රණ කඩදාසි,11.0,100.0,1100.0,1100.0,valid,1100.0,LKR,delivered,sinhala,,,,,,
DOC01357,receipt,ABC Traders,නව ආහාර සපයන්නෝ,2024-05-15,Rice Bags,45.0,120.0,5400.0,5400.0,valid,0.0,LKR,delivered,english,,,,,,
DOC01358,purchase_order,Sun Holdings,නව ආහාර සපයන්නෝ,2024-10-27,පෑන්,16.0,8500.0,136000.0,136000.0,valid,136000.0,LKR,paid,sinhala,,,,,,
DOC01359,purchase_order,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2024-02-16,ආහාර පැකට්,7.0,8500.0,59500.0,59500.0,valid,59500.0,LKR,paid,sinhala,,,,,,
DOC01360,delivery_note,ග්‍රීන් මාර්ට්,ඩිජිටල් උපකරණ,2025-12-17,පරිගණක මූසික,19.0,1000.0,19000.0,19000.0,valid,19000.0,LKR,unpaid,sinhala,,,,,,
DOC01361,invoice,Sun Holdings,Lanka Foods,2025-11-21,Mouse Devices,38.0,500.0,19000.0,19000.0,valid,19000.0,LKR,delivered,english,,,,,,
DOC01362,purchase_order,නව වෙළඳසැල,Tech World,2024-10-13,පෑන්,47.0,2500.0,117500.0,117500.0,valid,117500.0,LKR,paid,sinhala,,,,,,
DOC01363,purchase_order,නව වෙළඳසැල,ලංකා වෙළඳ සමාගම,2025-06-21,Rice Bags,37.0,1200.0,44400.0,44400.0,valid,44400.0,LKR,delivered,english,,,,,,
DOC01364,purchase_order,ග්‍රීන් මාර්ට්,ලංකා වෙළඳ සමාගම,2026-01-22,යතුරුපුවරු,10.0,50.0,500.0,500.0,valid,500.0,LKR,unpaid,sinhala,,,,,,
DOC01365,purchase_order,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2024-10-18,ලිපිගොනු,7.0,500.0,3500.0,3500.0,valid,3500.0,LKR,unpaid,sinhala,,,,,,
DOC01366,purchase_order,Prime Solutions,ඩිජිටල් උපකරණ,2024-10-22,Tables,15.0,120.0,1800.0,1800.0,valid,1800.0,LKR,pending,english,,,,,,
DOC01367,receipt,Prime Solutions,Tech World,2024-01-29,Printer Paper,14.0,1200.0,16800.0,16800.0,valid,0.0,LKR,paid,english,,,,,,
DOC01368,invoice,නව වෙළඳසැල,Lanka Foods,2025-08-07,Monitors,14.0,220.0,3080.0,3080.0,valid,3080.0,LKR,delivered,english,,,,,,
DOC01369,receipt,නව වෙළඳසැල,Digital Hub,2025-03-31,සීනි පැකට්,46.0,8500.0,391000.0,391000.0,valid,0.0,LKR,delivered,sinhala,,,,,,
DOC01370,purchase_order,XYZ Company,Tech World,2024-04-29,පුටු,47.0,5000.0,235000.0,235000.0,valid,235000.0,LKR,pending,sinhala,,,,,,
DOC01371,receipt,XYZ Company,ලංකා වෙළඳ සමාගම,2025-04-09,USB Devices,33.0,500.0,16500.0,16500.0,valid,16500.0,LKR,paid,english,,,,,,
DOC01372,invoice,ග්‍රීන් මාර්ට්,Metro Suppliers,2025-07-25,පෑන්,21.0,150.0,3150.0,3150.0,valid,3150.0,LKR,paid,sinhala,,,,,,
DOC01373,receipt,Sun Holdings,සීග්‍ර සැපයුම්,2024-09-28,Chairs,15.0,5000.0,75000.0,75000.0,valid,0.0,LKR,delivered,english,,,,,,
DOC01374,delivery_note,Sun Holdings,ඩිජිටල් උපකරණ,2025-10-12,Keyboards,9.0,150.0,1350.0,1350.0,valid,1350.0,LKR,paid,english,,,,,,
DOC01375,invoice,ග්‍රීන් මාර්ට්,Metro Suppliers,2024-08-01,Tables,36.0,2500.0,90000.0,90000.0,valid,90000.0,LKR,unpaid,english,,,,,,
DOC01376,delivery_note,Prime Solutions,සීග්‍ර සැපයුම්,2024-08-28,Chairs,41.0,2500.0,102500.0,102500.0,valid,102500.0,LKR,pending,english,,,,,,
DOC01377,receipt,Prime Solutions,City Office Supplies,2025-10-07,පුටු,43.0,1000.0,43000.0,43000.0,valid,43000.0,LKR,delivered,sinhala,,,,,,
DOC01378,delivery_note,Prime Solutions,Metro Suppliers,2025-03-05,මේස,8.0,220.0,1760.0,1760.0,valid,1760.0,LKR,delivered,sinhala,,,,,,
DOC01379,receipt,ග්‍රීන් මාර්ට්,Metro Suppliers,2024-12-21,යතුරුපුවරු,30.0,500.0,15000.0,15000.0,valid,0.0,LKR,delivered,sinhala,,,,,,
DOC01380,delivery_note,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2024-01-30,Chairs,44.0,150.0,6600.0,6600.0,valid,6600.0,LKR,pending,english,,,,,,
DOC01381,receipt,ග්‍රීන් මාර්ට්,Lanka Foods,2025-11-22,පෑන්,50.0,500.0,25000.0,25000.0,valid,25000.0,LKR,pending,sinhala,,,,,,
DOC01382,delivery_note,නව වෙළඳසැල,නව ආහාර සපයන්නෝ,2024-10-01,පරිගණක මූසික,17.0,50.0,850.0,850.0,valid,850.0,LKR,delivered,sinhala,,,,,,
DOC01383,purchase_order,ABC Traders,Digital Hub,2025-08-09,Tables,27.0,150.0,4050.0,4050.0,valid,4050.0,LKR,unpaid,english,,,,,,
DOC01384,invoice,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2025-07-06,Monitors,9.0,2500.0,22500.0,22500.0,valid,22500.0,LKR,paid,english,,,,,,
DOC01385,delivery_note,XYZ Company,ලංකා වෙළඳ සමාගම,2024-03-05,Monitors,50.0,1200.0,60000.0,60000.0,valid,60000.0,LKR,paid,english,,,,,,
DOC01386,purchase_order,සිංහ වෙළඳ සමාගම,City Office Supplies,2026-01-05,USB Devices,35.0,850.0,29750.0,29750.0,valid,29750.0,LKR,unpaid,english,,,,,,
DOC01387,receipt,සහන් ට්‍රේඩර්ස්,ලංකා වෙළඳ සමාගම,2024-01-14,පරිගණක මූසික,14.0,1200.0,16800.0,16800.0,valid,0.0,LKR,paid,sinhala,,,,,,
DOC01388,invoice,සිංහ වෙළඳ සමාගම,නව ආහාර සපයන්නෝ,2024-10-16,Tables,3.0,120.0,360.0,360.0,valid,360.0,LKR,pending,english,,,,,,
DOC01389,receipt,Metro Lanka,Lanka Foods,2025-11-02,Keyboards,48.0,100.0,4800.0,4800.0,valid,4800.0,LKR,delivered,english,,,,,,
DOC01390,purchase_order,XYZ Company,Metro Suppliers,2025-12-21,Printer Paper,33.0,8500.0,280500.0,280500.0,valid,280500.0,LKR,delivered,english,,,,,,
DOC01391,invoice,සිංහ වෙළඳ සමාගම,සීග්‍ර සැපයුම්,2025-08-25,USB Devices,7.0,8500.0,59500.0,59500.0,valid,59500.0,LKR,delivered,english,,,,,,
DOC01392,purchase_order,සහන් ට්‍රේඩර්ස්,නව ආහාර සපයන්නෝ,2024-11-05,Files,48.0,50.0,2400.0,2400.0,valid,2400.0,LKR,pending,english,,,,,,
DOC01393,receipt,XYZ Company,Digital Hub,2025-03-15,ආහාර පැකට්,31.0,850.0,26350.0,26350.0,valid,26350.0,LKR,paid,sinhala,,,,,,
DOC01394,delivery_note,සිංහ වෙළඳ සමාගම,Digital Hub,2025-06-30,Tables,19.0,8500.0,161500.0,161500.0,valid,161500.0,LKR,unpaid,english,,,,,,
DOC01395,invoice,නව වෙළඳසැල,නව ආහාර සපයන්නෝ,2026-01-01,ලිපිගොනු,49.0,1200.0,58800.0,58800.0,valid,58800.0,LKR,paid,sinhala,,,,,,
DOC01396,receipt,ලංකා සපයන්නෝ,Lanka Foods,2025-01-13,පරිගණක මූසික,50.0,150.0,7500.0,7500.0,valid,7500.0,LKR,delivered,sinhala,,,,,,
DOC01397,purchase_order,සහන් ට්‍රේඩර්ස්,Tech World,2024-06-22,Printer Paper,7.0,1200.0,8400.0,8400.0,valid,8400.0,LKR,unpaid,english,,,,,,
DOC01398,receipt,XYZ Company,Tech World,2024-03-01,පරිගණක මූසික,40.0,1000.0,40000.0,40000.0,valid,0.0,LKR,delivered,sinhala,,,,,,
DOC01399,delivery_note,Prime Solutions,ලංකා වෙළඳ සමාගම,2025-12-06,යතුරුපුවරු,3.0,500.0,1500.0,1500.0,valid,1500.0,LKR,delivered,sinhala,,,,,,
DOC01400,purchase_order,Metro Lanka,කාර්යාල උපකරණ,2024-11-16,Tables,35.0,1000.0,35000.0,35000.0,valid,35000.0,LKR,unpaid,english,,,,,,
DOC01401,delivery_note,නව වෙළඳසැල,කාර්යාල උපකරණ,2024-03-24,පෑන්,48.0,8500.0,408000.0,408000.0,valid,408000.0,LKR,paid,sinhala,,,,,,
DOC01402,invoice,ග්‍රීන් මාර්ට්,Tech World,2026-02-05,මුද්‍රණ කඩදාසි,11.0,1200.0,13200.0,13200.0,valid,13200.0,LKR,paid,sinhala,,,,,,
DOC01403,receipt,නව වෙළඳසැල,Metro Suppliers,2025-10-03,Rice Bags,28.0,1000.0,28000.0,28000.0,valid,0.0,LKR,delivered,english,,,,,,
DOC01404,delivery_note,ග්‍රීන් මාර්ට්,Lanka Foods,2024-10-28,Keyboards,8.0,850.0,6800.0,6800.0,valid,6800.0,LKR,pending,english,,,,,,
DOC01405,purchase_order,ලංකා සපයන්නෝ,Tech World,2025-12-02,යතුරුපුවරු,19.0,1200.0,22800.0,22800.0,valid,22800.0,LKR,unpaid,sinhala,,,,,,
DOC01406,purchase_order,නව වෙළඳසැල,ඩිජිටල් උපකරණ,2026-01-07,මේස,22.0,8500.0,187000.0,187000.0,valid,187000.0,LKR,unpaid,sinhala,,,,,,
DOC01407,delivery_note,ABC Traders,ලංකා වෙළඳ සමාගම,2025-04-26,Chairs,12.0,120.0,1440.0,1440.0,valid,1440.0,LKR,paid,english,,,,,,
DOC01408,purchase_order,Metro Lanka,City Office Supplies,2024-12-04,Printer Paper,35.0,1000.0,35000.0,35000.0,valid,35000.0,LKR,paid,english,,,,,,
DOC01409,delivery_note,ලංකා සපයන්නෝ,Tech World,2025-07-26,Printer Paper,23.0,5000.0,115000.0,115000.0,valid,115000.0,LKR,unpaid,english,,,,,,
DOC01410,invoice,Metro Lanka,Digital Hub,2026-01-16,පුටු,28.0,2500.0,70000.0,70000.0,valid,70000.0,LKR,pending,sinhala,,,,,,
DOC01411,delivery_note,Prime Solutions,කාර්යාල උපකරණ,2024-07-26,පෑන්,42.0,5000.0,210000.0,210000.0,valid,210000.0,LKR,paid,sinhala,,,,,,
DOC01412,invoice,Metro Lanka,Digital Hub,2024-04-14,USB Devices,17.0,2500.0,42500.0,42500.0,valid,42500.0,LKR,unpaid,english,,,,,,
DOC01413,purchase_order,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2025-09-22,ආහාර පැකට්,18.0,8500.0,153000.0,153000.0,valid,153000.0,LKR,delivered,sinhala,,,,,,
DOC01414,receipt,ABC Traders,City Office Supplies,2024-05-26,Pens,6.0,2500.0,15000.0,15000.0,valid,0.0,LKR,unpaid,english,,,,,,
DOC01415,invoice,සහන් ට්‍රේඩර්ස්,Metro Suppliers,2025-03-26,මුද්‍රණ කඩදාසි,9.0,1200.0,10800.0,10800.0,valid,10800.0,LKR,delivered,sinhala,,,,,,
DOC01416,purchase_order,Prime Solutions,කාර්යාල උපකරණ,2025-02-06,සීනි පැකට්,16.0,1200.0,19200.0,19200.0,valid,19200.0,LKR,delivered,sinhala,,,,,,
DOC01417,delivery_note,සහන් ට්‍රේඩර්ස්,Digital Hub,2024-03-21,පෑන්,21.0,1200.0,25200.0,25200.0,valid,25200.0,LKR,unpaid,sinhala,,,,,,
DOC01418,purchase_order,Sun Holdings,නව ආහාර සපයන්නෝ,2025-12-12,Files,29.0,1000.0,29000.0,29000.0,valid,29000.0,LKR,pending,english,,,,,,
DOC01419,delivery_note,සහන් ට්‍රේඩර්ස්,Tech World,2026-02-28,Rice Bags,24.0,1000.0,24000.0,24000.0,valid,24000.0,LKR,pending,english,,,,,,
DOC01420,receipt,ලංකා සපයන්නෝ,කාර්යාල උපකරණ,2026-02-04,මේස,25.0,500.0,12500.0,12500.0,valid,0.0,LKR,paid,sinhala,,,,,,
DOC01421,delivery_note,සහන් ට්‍රේඩර්ස්,කාර්යාල උපකරණ,2024-11-13,Pens,1.0,2500.0,2500.0,2500.0,valid,2500.0,LKR,pending,english,,,,,,
DOC01422,purchase_order,Prime Solutions,කාර්යාල උපකරණ,2024-02-04,Rice Bags,39.0,220.0,8580.0,8580.0,valid,8580.0,LKR,pending,english,,,,,,
DOC01423,delivery_note,ABC Traders,Digital Hub,2025-08-08,පුටු,41.0,50.0,2050.0,2050.0,valid,2050.0,LKR,paid,sinhala,,,,,,
DOC01424,delivery_note,නව වෙළඳසැල,Tech World,2026-02-07,කාර්යාල පොත්,48.0,5000.0,240000.0,240000.0,valid,240000.0,LKR,paid,sinhala,,,,,,
DOC01425,purchase_order,ABC Traders,සීග්‍ර සැපයුම්,2024-06-30,USB Devices,46.0,8500.0,391000.0,391000.0,valid,391000.0,LKR,unpaid,english,,,,,,
DOC01426,delivery_note,XYZ Company,Lanka Foods,2024-03-04,Tables,41.0,8500.0,348500.0,348500.0,valid,348500.0,LKR,pending,english,,,,,,
DOC01427,purchase_order,Metro Lanka,සීග්‍ර සැපයුම්,2024-11-20,Rice Bags,22.0,5000.0,110000.0,110000.0,valid,110000.0,LKR,unpaid,english,,,,,,
DOC01428,invoice,ග්‍රීන් මාර්ට්,නව ආහාර සපයන්නෝ,2026-02-18,මුද්‍රණ කඩදාසි,5.0,150.0,750.0,750.0,valid,750.0,LKR,unpaid,sinhala,,,,,,
DOC01429,invoice,Sun Holdings,ඩිජිටල් උපකරණ,2024-07-22,මුද්‍රණ කඩදාසි,18.0,2500.0,45000.0,45000.0,valid,45000.0,LKR,delivered,sinhala,,,,,,
DOC01430,invoice,Prime Solutions,Digital Hub,2024-12-15,Files,23.0,100.0,2300.0,2300.0,valid,2300.0,LKR,delivered,english,,,,,,
DOC01431,delivery_note,XYZ Company,Metro Suppliers,2024-03-29,Printer Paper,12.0,8500.0,102000.0,102000.0,valid,102000.0,LKR,unpaid,english,,,,,,
DOC01432,invoice,Sun Holdings,Lanka Foods,2025-04-16,මේස,41.0,500.0,20500.0,20500.0,valid,20500.0,LKR,paid,sinhala,,,,,,
DOC01433,purchase_order,Metro Lanka,Tech World,2025-12-23,Keyboards,4.0,850.0,3400.0,3400.0,valid,3400.0,LKR,pending,english,,,,,,
DOC01434,purchase_order,Sun Holdings,සීග්‍ර සැපයුම්,2024-07-11,Monitors,27.0,150.0,4050.0,4050.0,valid,4050.0,LKR,pending,english,,,,,,
DOC01435,receipt,Prime Solutions,Digital Hub,2024-12-29,Tables,17.0,100.0,1700.0,1700.0,valid,1700.0,LKR,pending,english,,,,,,
DOC01436,delivery_note,Sun Holdings,Lanka Foods,2025-07-04,ආහාර පැකට්,25.0,120.0,3000.0,3000.0,valid,3000.0,LKR,unpaid,sinhala,,,,,,
DOC01437,purchase_order,Prime Solutions,City Office Supplies,2025-07-18,ලිපිගොනු,45.0,1200.0,54000.0,54000.0,valid,54000.0,LKR,pending,sinhala,,,,,,
DOC01438,receipt,Prime Solutions,City Office Supplies,2025-06-13,Tables,17.0,50.0,850.0,850.0,valid,0.0,LKR,unpaid,english,,,,,,
DOC01439,receipt,නව වෙළඳසැල,සීග්‍ර සැපයුම්,2025-11-05,ලිපිගොනු,24.0,2500.0,60000.0,60000.0,valid,60000.0,LKR,paid,sinhala,,,,,,
DOC01440,invoice,සහන් ට්‍රේඩර්ස්,Lanka Foods,2024-12-08,යතුරුපුවරු,27.0,1000.0,27000.0,27000.0,valid,27000.0,LKR,pending,sinhala,,,,,,
DOC01441,receipt,සහන් ට්‍රේඩර්ස්,Digital Hub,2026-02-09,USB Devices,30.0,1200.0,36000.0,36000.0,valid,0.0,LKR,paid,english,,,,,,
DOC01442,delivery_note,ලංකා සපයන්නෝ,සීග්‍ර සැපයුම්,2025-04-29,පරිගණක මූසික,47.0,850.0,39950.0,39950.0,valid,39950.0,LKR,unpaid,sinhala,,,,,,
DOC01443,purchase_order,ලංකා සපයන්නෝ,ලංකා වෙළඳ සමාගම,2024-11-03,කාර්යාල පොත්,44.0,850.0,37400.0,37400.0,valid,37400.0,LKR,paid,sinhala,,,,,,
DOC01444,invoice,ග්‍රීන් මාර්ට්,නව ආහාර සපයන්නෝ,2025-08-30,Keyboards,37.0,850.0,31450.0,31450.0,valid,31450.0,LKR,paid,english,,,,,,
DOC01445,receipt,Prime Solutions,සීග්‍ර සැපයුම්,2024-05-13,Files,13.0,2500.0,32500.0,32500.0,valid,0.0,LKR,pending,english,,,,,,
DOC01446,invoice,Prime Solutions,Tech World,2024-06-18,Monitors,30.0,850.0,25500.0,25500.0,valid,25500.0,LKR,delivered,english,,,,,,
DOC01447,receipt,Metro Lanka,Tech World,2024-08-29,Keyboards,20.0,100.0,2000.0,2000.0,valid,0.0,LKR,unpaid,english,,,,,,
DOC01448,invoice,Metro Lanka,Tech World,2024-01-06,පෑන්,50.0,500.0,25000.0,25000.0,valid,25000.0,LKR,delivered,sinhala,,,,,,
